"","plot","tag","spp","date","year","jday","dend","refdend","refdbh","refcheck","dend.num","dend.meas","DBH"
"2490","F1",235,"hem","2015-11-03",2015,307,62.4,NA,NA,FALSE,2,12.34,NA
"2491","F1",236,"hem","2015-11-03",2015,307,58.06,NA,NA,FALSE,3,23.31,NA
"2492","F1",929,"rp","2015-11-03",2015,307,109.24,NA,NA,FALSE,2,109.24,38.7
"2493","F1",929,"rp","2015-11-03",2015,307,109.24,NA,NA,FALSE,3,26.46,38.7
"2494","F1",930,"hem","2015-11-03",2015,307,91.76,NA,NA,FALSE,3,60.32,NA
"2495","F1",937,"rm","2015-11-03",2015,307,96.62,NA,NA,FALSE,5,42.88,NA
"2496","F1",948,"rm","2015-11-03",2015,307,101.17,NA,NA,FALSE,2,34.83,NA
"2497","F2",977,"rm","2015-11-03",2015,307,119.61,NA,NA,FALSE,2,29.59,NA
"2498","F2",982,"rm","2015-11-03",2015,307,109.99,NA,NA,FALSE,2,109.99,21.8
"2499","F2",982,"rm","2015-11-03",2015,307,109.99,NA,NA,FALSE,3,31.62,21.8
"2500","F2",985,"yb","2015-11-03",2015,307,77.62,NA,NA,FALSE,2,22.15,NA
"2501","F2",992,"ro","2015-11-03",2015,307,108.58,NA,NA,FALSE,3,79.99,NA
"2502","F2",993,"bb","2015-11-03",2015,307,77.74,NA,NA,FALSE,2,22.01,NA
"2503","F3",3,"wp","2015-11-03",2015,307,114.76,NA,NA,FALSE,2,9.63,NA
"2504","F3",5,"yb","2015-11-03",2015,307,116.85,NA,NA,FALSE,2,29.78,NA
"2505","F3",7,"hem","2015-11-03",2015,307,120.12,NA,NA,FALSE,3,36.04,NA
"2506","F3",8,"ro","2015-11-03",2015,307,149.48,NA,NA,FALSE,6,65.04,NA
"2507","F3",11,"wp","2015-11-03",2015,307,113.62,NA,NA,FALSE,3,34.34,NA
"2508","F3",839,"yb","2015-11-03",2015,307,51.62,NA,NA,FALSE,2,20.87,NA
"2509","F4",29,"ro","2015-11-03",2015,307,108.19,NA,NA,FALSE,2,34.77,NA
"2510","F4",35,"ro","2015-11-03",2015,307,86.15,NA,NA,FALSE,4,33.54,NA
"2511","F4",49,"ro","2015-11-03",2015,307,107,NA,NA,FALSE,3,50.59,NA
"2512","F4",73,"wp","2015-11-03",2015,307,121.43,NA,NA,FALSE,4,55.39,NA
"2513","F5",76,"wp","2015-11-03",2015,307,145.55,NA,NA,FALSE,3,48.7,NA
"2514","F5",99,"hem","2015-11-03",2015,307,111.44,NA,NA,FALSE,3,52.21,NA
"2515","F5",114,"ro","2015-11-03",2015,307,105.23,NA,NA,FALSE,2,35.73,NA
"2516","F5",117,"wp","2015-11-03",2015,307,100.7,NA,NA,FALSE,5,41.5,NA
"2517","G1",152,"rp","2015-11-03",2015,307,118.69,NA,NA,FALSE,2,14.56,NA
"2518","G1",161,"rp","2015-11-03",2015,307,99.94,NA,NA,FALSE,3,33.32,NA
"2519","G1",168,"rp","2015-11-03",2015,307,116.63,NA,NA,FALSE,2,6.6,NA
"2520","G1",175,"ro","2015-11-03",2015,307,120.45,NA,NA,FALSE,3,64.22,NA
"2521","G1",176,"rm","2015-11-03",2015,307,136.56,NA,NA,FALSE,3,53.2,NA
"2522","G1",211,"beech","2015-11-03",2015,307,78.74,NA,NA,FALSE,2,40.54,NA
"2523","G2",206,"cherry","2015-11-03",2015,307,114.18,NA,NA,FALSE,2,27.37,NA
"2524","G2",209,"hem","2015-11-03",2015,307,108.71,NA,NA,FALSE,2,20.82,NA
"2525","G2",211,"ro","2015-11-03",2015,307,74.86,NA,NA,FALSE,3,38.08,NA
"2526","G2",214,"hem","2015-11-03",2015,307,140.47,NA,NA,FALSE,2,63.31,NA
"2527","G2",217,"hem","2015-11-03",2015,307,76.72,NA,NA,FALSE,3,25.9,NA
"2528","G4",256,"bb","2015-11-03",2015,307,131.23,NA,NA,FALSE,2,42.74,NA
"2529","G4",257,"ro","2015-11-03",2015,307,123.3,NA,NA,FALSE,2,26.6,NA
"2530","G5",265,"hem","2015-11-03",2015,307,109.89,NA,NA,FALSE,3,20.28,NA
"2531","G5",266,"rm","2015-11-03",2015,307,86.21,NA,NA,FALSE,2,12.68,NA
"2532","G5",269,"hem","2015-11-03",2015,307,117.4,NA,NA,FALSE,3,56.95,NA
"2533","G5",271,"bb","2015-11-03",2015,307,134.89,NA,NA,FALSE,2,34.93,NA
"2534","G5",272,"hem","2015-11-03",2015,307,90.75,NA,NA,FALSE,2,14.97,NA
"2535","G5",285,"wp","2015-11-03",2015,307,107.86,NA,NA,FALSE,2,20.22,NA
"2536","G5",295,"ro","2015-11-03",2015,307,128.9,NA,NA,FALSE,2,22.62,NA
"2537","H1",117,"hem","2015-11-03",2015,307,96.59,NA,NA,FALSE,2,29.86,NA
"2538","H1",302,"ro","2015-11-03",2015,307,127.87,NA,NA,FALSE,1,127.87,40.3
"2539","H1",302,"ro","2015-11-03",2015,307,127.87,NA,NA,FALSE,2,27.57,40.3
"2540","H1",303,"wp","2015-11-03",2015,307,36.96,NA,NA,FALSE,2,9.41,NA
"2541","H1",305,"ro","2015-11-03",2015,307,72.01,NA,NA,FALSE,3,31.91,NA
"2542","H1",313,"wp","2015-11-03",2015,307,112.41,NA,NA,FALSE,3,44.75,NA
"2543","H1",314,"hem","2015-11-03",2015,307,53.99,53.92,51,FALSE,2,53.99,NA
"2544","H1",318,"rm","2015-11-03",2015,307,121.01,NA,NA,FALSE,3,43.1,NA
"2545","H1",319,"hem","2015-11-03",2015,307,114.06,NA,NA,FALSE,2,26.84,NA
"2546","H1",320,"wp","2015-11-03",2015,307,112.44,NA,NA,FALSE,2,28.02,NA
"2547","H1",841,"hem","2015-11-03",2015,307,46.62,NA,NA,FALSE,2,30.35,NA
"2548","H2",333,"ro","2015-11-03",2015,307,112.29,NA,NA,FALSE,2,43.98,NA
"2549","H2",336,"ro","2015-11-03",2015,307,139.75,NA,NA,FALSE,2,27.76,NA
"2550","H2",342,"hem","2015-11-03",2015,307,120.9,NA,NA,FALSE,2,11.94,NA
"2551","H2",343,"yb","2015-11-03",2015,307,126.88,NA,NA,FALSE,2,28.69,NA
"2552","H2",347,"hem","2015-11-03",2015,307,23.06,NA,NA,FALSE,1,23.06,24.4
"2553","H2",354,"ro","2015-11-03",2015,307,77.47,NA,NA,FALSE,3,26.19,NA
"2554","H2",356,"rm","2015-11-03",2015,307,14.36,NA,NA,FALSE,3,6.7,NA
"2555","H5",383,"hem","2015-11-03",2015,307,110.83,NA,NA,FALSE,2,23.04,NA
"2556","H5",388,"hem","2015-11-03",2015,307,63.6,63.7,42.95,FALSE,2,63.6,NA
"2557","H5",399,"hem","2015-11-03",2015,307,109.3,NA,NA,FALSE,2,29.59,NA
"2558","H5",402,"ro","2015-11-03",2015,307,125.05,NA,NA,FALSE,2,26.89,NA
"2559","H5",405,"hem","2015-11-03",2015,307,133.8,NA,NA,FALSE,2,30.54,NA
"2560","A1",8,"yb","2016-04-22",2016,113,105.79,NA,NA,TRUE,2,105.79,26.1
"2561","A1",8,"yb","2016-04-22",2016,113,105.79,NA,NA,TRUE,3,29.6,26.1
"2562","A1",903,"hem","2016-04-22",2016,113,NA,NA,10.3,FALSE,NA,NA,NA
"2563","A2",26,"bo","2016-04-22",2016,113,137.05,NA,NA,TRUE,2,60.53,NA
"2564","A2",27,"rm","2016-04-22",2016,113,79.68,NA,NA,TRUE,4,7.36,NA
"2565","A2",911,"hem","2016-04-22",2016,113,NA,NA,10.1,FALSE,NA,NA,NA
"2566","A2",990,"hem","2016-04-22",2016,113,NA,NA,10.3,FALSE,NA,NA,NA
"2567","A3",52,"beech","2016-04-22",2016,113,90.51,NA,NA,TRUE,2,17.38,NA
"2568","A3",57,"ro","2016-04-22",2016,113,78.51,79.01,61.36,FALSE,3,78.51,NA
"2569","A3",984,"rm","2016-04-22",2016,113,NA,NA,10.2,FALSE,NA,NA,NA
"2570","B1",153,"ro","2016-04-22",2016,113,109.42,NA,NA,TRUE,3,55.52,NA
"2571","B1",161,"rm","2016-04-22",2016,113,60.94,NA,NA,TRUE,2,21.37,NA
"2572","B1",165,"ro","2016-04-22",2016,113,106.76,NA,NA,TRUE,1,106.76,44
"2573","B1",165,"ro","2016-04-22",2016,113,106.76,NA,NA,TRUE,2,29.47,44
"2574","B2",179,"ro","2016-04-22",2016,113,97.97,NA,NA,TRUE,3,57.59,NA
"2575","B2",194,"rm","2016-04-22",2016,113,115.23,NA,NA,TRUE,2,12.97,NA
"2576","B3",210,"ro","2016-04-22",2016,113,50.95,50.84,37.83,FALSE,3,50.95,NA
"2577","B4",253,"rm","2016-04-22",2016,113,14.55,14.49,13.6,FALSE,2,14.55,NA
"2578","B4",255,"rm","2016-04-22",2016,113,108.24,NA,NA,TRUE,1,108.24,21.6
"2579","B4",255,"rm","2016-04-22",2016,113,108.24,NA,NA,TRUE,2,20.84,21.6
"2580","B4",264,"rm","2016-04-22",2016,113,71.22,NA,NA,TRUE,1,71.22,13
"2581","B4",264,"rm","2016-04-22",2016,113,71.22,NA,NA,TRUE,2,16.67,13
"2582","B4",272,"rm","2016-04-22",2016,113,29.66,28.93,26.61,FALSE,2,29.66,NA
"2583","B4",277,"ro","2016-04-22",2016,113,27.6,28.24,28.57,FALSE,3,27.6,NA
"2584","C1",214,"bb","2016-04-22",2016,113,41.38,40.17,12.71,FALSE,2,41.38,NA
"2585","C1",217,"hem","2016-04-22",2016,113,80.96,70.88,33.45,FALSE,2,80.96,NA
"2586","C1",351,"hem","2016-04-22",2016,113,94.65,NA,NA,TRUE,5,57.08,NA
"2587","C1",352,"ro","2016-04-22",2016,113,114.86,NA,NA,TRUE,2,41.01,NA
"2588","C1",353,"ro","2016-04-22",2016,113,128.66,NA,NA,TRUE,2,28.16,NA
"2589","C1",355,"yb","2016-04-22",2016,113,14.07,13.25,15.51,FALSE,2,14.07,NA
"2590","C1",361,"ro","2016-04-22",2016,113,69.62,69.22,63.14,FALSE,3,69.62,NA
"2591","C2",386,"ro","2016-04-22",2016,113,36.91,37.15,42.02,FALSE,3,36.91,NA
"2592","C2",388,"beech","2016-04-22",2016,113,44.26,44.11,16.91,FALSE,3,44.26,NA
"2593","C2",830,"hem","2016-04-22",2016,113,62.64,NA,NA,TRUE,2,16.86,NA
"2594","C3",207,"hem","2016-04-22",2016,113,31.95,31.61,13.62,FALSE,2,31.95,NA
"2595","C3",264,"hem","2016-04-22",2016,113,47.56,47.32,14.13,FALSE,2,47.56,NA
"2596","C3",402,"rm","2016-04-22",2016,113,129.83,NA,NA,TRUE,2,12.77,NA
"2597","C3",405,"yb","2016-04-22",2016,113,112.27,NA,NA,TRUE,1,112.27,20.7
"2598","C3",405,"yb","2016-04-22",2016,113,112.27,NA,NA,TRUE,2,28.89,20.7
"2599","C3",411,"rm","2016-04-22",2016,113,132.5,NA,NA,TRUE,2,22.6,NA
"2600","C3",414,"yb","2016-04-22",2016,113,93.39,NA,NA,TRUE,2,30.1,NA
"2601","C3",415,"rm","2016-04-22",2016,113,121.01,NA,NA,TRUE,2,33.35,NA
"2602","C3",421,"ash","2016-04-22",2016,113,122.83,NA,NA,TRUE,2,122.83,42.7
"2603","C3",421,"ash","2016-04-22",2016,113,122.83,NA,NA,TRUE,3,40.64,42.7
"2604","C3",425,"ash","2016-04-22",2016,113,73.14,NA,NA,TRUE,2,20.78,NA
"2605","C3",729,"yb","2016-04-22",2016,113,135.24,NA,NA,TRUE,2,56.56,NA
"2606","C4",462,"bo","2016-04-22",2016,113,113.36,NA,NA,TRUE,4,41.53,NA
"2607","C4",474,"ro","2016-04-22",2016,113,158.1,NA,NA,TRUE,3,62.03,NA
"2608","C4",484,"beech","2016-04-22",2016,113,83.37,NA,NA,TRUE,2,27.67,NA
"2609","C4",491,"rm","2016-04-22",2016,113,111.85,NA,NA,TRUE,2,22.98,NA
"2610","C5",260,"beech","2016-04-22",2016,113,65.8,NA,NA,TRUE,3,17.66,NA
"2611","C5",501,"bo","2016-04-22",2016,113,124.64,NA,NA,TRUE,3,44.17,NA
"2612","C5",509,"rm","2016-04-22",2016,113,68.65,NA,NA,TRUE,2,12.33,NA
"2613","C5",519,"ro","2016-04-22",2016,113,118.46,NA,NA,TRUE,3,46.69,NA
"2614","C5",724,"beech","2016-04-22",2016,113,90.52,NA,NA,TRUE,3,33.12,NA
"2615","D1",266,"wp","2016-04-22",2016,113,110.63,NA,NA,TRUE,4,27.83,NA
"2616","D1",529,"rm","2016-04-22",2016,113,116.21,NA,NA,TRUE,2,7.79,NA
"2617","D1",532,"ro","2016-04-22",2016,113,131.59,NA,NA,TRUE,4,43.74,NA
"2618","D1",537,"rm","2016-04-22",2016,113,88.77,NA,NA,TRUE,2,26.19,NA
"2619","D1",546,"ro","2016-04-22",2016,113,69,NA,NA,TRUE,2,69,49.65
"2620","D1",546,"ro","2016-04-22",2016,113,69,NA,NA,TRUE,3,7.27,49.65
"2621","D1",832,"hem","2016-04-22",2016,113,78.59,NA,NA,TRUE,2,65.32,NA
"2622","D2",587,"ro","2016-04-22",2016,113,84.1,83.99,49.46,FALSE,5,84.1,NA
"2623","D2",588,"ro","2016-04-22",2016,113,134.07,NA,NA,TRUE,4,53.52,NA
"2624","D3",265,"beech","2016-04-22",2016,113,51.82,51.75,15,FALSE,3,51.82,NA
"2625","D3",604,"rm","2016-04-22",2016,113,116.63,NA,NA,TRUE,2,7.71,NA
"2626","D3",606,"rm","2016-04-22",2016,113,117.94,NA,NA,TRUE,3,46.93,NA
"2627","D3",609,"rm","2016-04-22",2016,113,124.6,NA,NA,TRUE,2,19.87,NA
"2628","D3",613,"ro","2016-04-22",2016,113,147.92,NA,NA,TRUE,5,69.4,NA
"2629","D3",618,"rm","2016-04-22",2016,113,121.58,NA,NA,TRUE,2,21.49,NA
"2630","D4",262,"rm","2016-04-22",2016,113,80.57,NA,NA,TRUE,3,41.11,NA
"2631","D4",633,"rm","2016-04-22",2016,113,148.49,NA,NA,TRUE,4,148.49,25
"2632","D4",633,"rm","2016-04-22",2016,113,148.49,NA,NA,TRUE,5,98.25,25
"2633","D4",633,"rm","2016-04-22",2016,113,148.49,NA,NA,TRUE,6,56.6,25
"2634","D4",638,"ash","2016-04-22",2016,113,104.82,NA,NA,TRUE,1,104.82,40.8
"2635","D4",638,"ash","2016-04-22",2016,113,104.82,NA,NA,TRUE,2,17.67,40.8
"2636","D4",639,"bo","2016-04-22",2016,113,148.11,NA,NA,TRUE,4,50.92,NA
"2637","D4",834,"beech","2016-04-22",2016,113,81.31,NA,NA,TRUE,1,81.31,14.4
"2638","D4",834,"beech","2016-04-22",2016,113,81.31,NA,NA,TRUE,2,66.66,14.4
"2639","D4",834,"beech","2016-04-22",2016,113,81.31,NA,NA,TRUE,3,8.94,14.4
"2640","D5",208,"beech","2016-04-22",2016,113,51.5,51.2,13.83,FALSE,2,51.5,NA
"2641","D5",261,"hem","2016-04-22",2016,113,23.08,22.85,12.85,FALSE,2,23.08,NA
"2642","D5",654,"ro","2016-04-22",2016,113,86.4,NA,NA,TRUE,2,16.72,NA
"2643","D5",835,"hem","2016-04-22",2016,113,71.77,NA,NA,TRUE,2,55.4,NA
"2644","E1",209,"hem","2016-04-22",2016,113,68.5,NA,NA,TRUE,2,28.5,NA
"2645","E1",677,"hem","2016-04-22",2016,113,93.22,NA,NA,TRUE,3,43.37,NA
"2646","E1",678,"hem","2016-04-22",2016,113,86.39,NA,NA,TRUE,2,4.46,NA
"2647","E1",679,"rm","2016-04-22",2016,113,126.12,NA,NA,TRUE,2,35.88,NA
"2648","E1",686,"rm","2016-04-22",2016,113,122.68,NA,NA,TRUE,3,46.08,NA
"2649","E1",727,"yb","2016-04-22",2016,113,70.19,NA,NA,TRUE,2,17.06,NA
"2650","E1",989,"hem","2016-04-22",2016,113,NA,NA,10.5,FALSE,NA,NA,NA
"2651","E2",710,"ro","2016-04-22",2016,113,150.02,NA,NA,TRUE,3,66.69,NA
"2652","E2",716,"rp","2016-04-22",2016,113,107.08,NA,NA,TRUE,2,13.05,NA
"2653","E2",720,"rm","2016-04-22",2016,113,75.3,NA,NA,TRUE,2,17.05,NA
"2654","E2",726,"rp","2016-04-22",2016,113,108.29,NA,NA,TRUE,2,18.06,NA
"2655","E3",205,"rm","2016-04-22",2016,113,45.8,NA,NA,TRUE,2,23.37,NA
"2656","E3",723,"hem","2016-04-22",2016,113,80.12,NA,NA,TRUE,2,20.33,NA
"2657","E3",738,"rm","2016-04-22",2016,113,54.57,NA,NA,TRUE,2,10.98,NA
"2658","E3",764,"ro","2016-04-22",2016,113,98.92,NA,NA,TRUE,3,27.29,NA
"2659","E3",768,"rm","2016-04-22",2016,113,68.07,NA,NA,TRUE,2,17.79,NA
"2660","E3",769,"ro","2016-04-22",2016,113,37.6,37.56,45.11,FALSE,3,37.6,NA
"2661","E3",993,"hem","2016-04-22",2016,113,NA,NA,10.15,FALSE,NA,NA,NA
"2662","E4",805,"wp","2016-04-22",2016,113,120.11,NA,NA,TRUE,3,37.26,NA
"2663","E4",810,"rm","2016-04-22",2016,113,121.98,NA,NA,TRUE,2,14.87,NA
"2664","E4",815,"ro","2016-04-22",2016,113,104.16,NA,NA,TRUE,3,38.37,NA
"2665","E5",877,"rm","2016-04-22",2016,113,133.38,NA,NA,TRUE,2,85.01,NA
"2666","E5",889,"hem","2016-04-22",2016,113,128,NA,NA,TRUE,3,19.47,NA
"2667","E5",890,"ro","2016-04-22",2016,113,105.18,NA,NA,TRUE,2,27.79,NA
"2668","E5",903,"ro","2016-04-22",2016,113,124.66,NA,NA,TRUE,3,38.44,NA
"2669","E5",905,"hem","2016-04-22",2016,113,125.5,NA,NA,TRUE,2,22.51,NA
"2670","E5",909,"rm","2016-04-22",2016,113,125.15,NA,NA,TRUE,2,25.48,NA
"2671","E5",911,"hem","2016-04-22",2016,113,136.37,NA,NA,TRUE,2,20.94,NA
"2672","E5",992,"chestnut","2016-04-22",2016,113,NA,NA,10.2,FALSE,NA,NA,NA
"2673","F1",210,"hem","2016-04-22",2016,113,62.01,NA,NA,TRUE,2,36.63,NA
"2674","F1",235,"hem","2016-04-22",2016,113,62.4,NA,NA,TRUE,2,12.47,NA
"2675","F1",236,"hem","2016-04-22",2016,113,57.73,NA,NA,TRUE,3,21.34,NA
"2676","F1",929,"rp","2016-04-22",2016,113,106.93,NA,NA,TRUE,3,25.19,NA
"2677","F1",930,"hem","2016-04-22",2016,113,96.36,NA,NA,TRUE,3,60.98,NA
"2678","F1",937,"rm","2016-04-22",2016,113,96.9,NA,NA,TRUE,5,42.65,NA
"2679","F1",948,"rm","2016-04-22",2016,113,101.38,NA,NA,TRUE,2,33.92,NA
"2680","F2",977,"rm","2016-04-22",2016,113,119.63,NA,NA,TRUE,2,29.88,NA
"2681","F2",982,"rm","2016-04-22",2016,113,109.7,NA,NA,TRUE,3,31.44,NA
"2682","F2",985,"yb","2016-04-22",2016,113,77.51,NA,NA,TRUE,2,22.38,NA
"2683","F2",992,"ro","2016-04-22",2016,113,107.15,NA,NA,TRUE,3,79.72,NA
"2684","F2",993,"bb","2016-04-22",2016,113,77.49,NA,NA,TRUE,2,21.99,NA
"2685","F3",3,"wp","2016-04-22",2016,113,112.95,NA,NA,TRUE,2,7.54,NA
"2686","F3",5,"yb","2016-04-22",2016,113,116.62,NA,NA,TRUE,2,28.42,NA
"2687","F3",7,"hem","2016-04-22",2016,113,119.15,NA,NA,TRUE,3,34.92,NA
"2688","F3",8,"ro","2016-04-22",2016,113,149.5,NA,NA,TRUE,6,65.65,NA
"2689","F3",11,"wp","2016-04-22",2016,113,113.09,NA,NA,TRUE,3,34.02,NA
"2690","F3",839,"yb","2016-04-22",2016,113,51.76,NA,NA,TRUE,2,19.72,NA
"2691","F4",29,"ro","2016-04-22",2016,113,108.44,NA,NA,TRUE,2,32.02,NA
"2692","F4",35,"ro","2016-04-22",2016,113,85.74,NA,NA,TRUE,4,33.58,NA
"2693","F4",49,"ro","2016-04-22",2016,113,106.35,NA,NA,TRUE,3,49.34,NA
"2694","F4",73,"wp","2016-04-22",2016,113,117.74,NA,NA,TRUE,4,51.18,NA
"2695","F5",76,"wp","2016-04-22",2016,113,143.62,NA,NA,TRUE,3,46.94,NA
"2696","F5",99,"hem","2016-04-22",2016,113,111.44,NA,NA,TRUE,3,52.16,NA
"2697","F5",114,"ro","2016-04-22",2016,113,105.77,NA,NA,TRUE,2,34.53,NA
"2698","F5",117,"wp","2016-04-22",2016,113,98.92,NA,NA,TRUE,5,36.33,NA
"2699","G1",152,"rp","2016-04-22",2016,113,118.24,NA,NA,TRUE,2,14.2,NA
"2700","G1",161,"rp","2016-04-22",2016,113,98.82,NA,NA,TRUE,3,30.22,NA
"2701","G1",168,"rp","2016-04-22",2016,113,116.22,NA,NA,TRUE,2,6.47,NA
"2702","G1",175,"ro","2016-04-22",2016,113,120.65,NA,NA,TRUE,3,64.07,NA
"2703","G1",176,"rm","2016-04-22",2016,113,132.28,NA,NA,TRUE,3,53.28,NA
"2704","G1",211,"beech","2016-04-22",2016,113,79.03,NA,NA,TRUE,2,40.64,NA
"2705","G1",910,"hem","2016-04-22",2016,113,NA,NA,11.4,FALSE,NA,NA,NA
"2706","G1",991,"rm","2016-04-22",2016,113,NA,NA,10.5,FALSE,NA,NA,NA
"2707","G2",206,"cherry","2016-04-22",2016,113,114.93,NA,NA,TRUE,2,26.74,NA
"2708","G2",209,"hem","2016-04-22",2016,113,108.68,NA,NA,TRUE,2,20.93,NA
"2709","G2",211,"ro","2016-04-22",2016,113,74.53,NA,NA,TRUE,3,37.49,NA
"2710","G2",214,"hem","2016-04-22",2016,113,140.42,NA,NA,TRUE,2,63.74,NA
"2711","G2",217,"hem","2016-04-22",2016,113,76.56,NA,NA,TRUE,3,24.56,NA
"2712","G4",256,"bb","2016-04-22",2016,113,131.03,NA,NA,TRUE,2,42.83,NA
"2713","G4",257,"ro","2016-04-22",2016,113,123.66,NA,NA,TRUE,2,26.35,NA
"2714","G5",265,"hem","2016-04-22",2016,113,111.23,NA,NA,TRUE,3,20.15,NA
"2715","G5",266,"rm","2016-04-22",2016,113,85.07,NA,NA,TRUE,2,14.12,NA
"2716","G5",269,"hem","2016-04-22",2016,113,117.4,NA,NA,TRUE,3,56.91,NA
"2717","G5",271,"bb","2016-04-22",2016,113,134.85,NA,NA,TRUE,2,34.96,NA
"2718","G5",272,"hem","2016-04-22",2016,113,90.75,NA,NA,TRUE,2,15.49,NA
"2719","G5",285,"wp","2016-04-22",2016,113,106.22,NA,NA,TRUE,2,20.53,NA
"2720","G5",295,"ro","2016-04-22",2016,113,128.9,NA,NA,TRUE,2,23.16,NA
"2721","H1",117,"hem","2016-04-22",2016,113,96.44,NA,NA,TRUE,2,30,NA
"2722","H1",302,"ro","2016-04-22",2016,113,127.87,NA,NA,TRUE,2,27.65,NA
"2723","H1",303,"wp","2016-04-22",2016,113,37.19,NA,NA,TRUE,2,8.92,NA
"2724","H1",305,"ro","2016-04-22",2016,113,71.79,NA,NA,TRUE,3,30.53,NA
"2725","H1",313,"wp","2016-04-22",2016,113,42.22,44.75,48.7,FALSE,3,42.22,NA
"2726","H1",318,"rm","2016-04-22",2016,113,121,NA,NA,TRUE,3,43.24,NA
"2727","H1",319,"hem","2016-04-22",2016,113,113.53,NA,NA,TRUE,2,27.29,NA
"2728","H1",320,"wp","2016-04-22",2016,113,110.35,NA,NA,TRUE,2,25.98,NA
"2729","H1",322,"rm","2016-04-22",2016,113,20.86,NA,NA,TRUE,NA,NA,NA
"2730","H1",841,"hem","2016-04-22",2016,113,46.45,NA,NA,TRUE,2,30.41,NA
"2731","H2",333,"ro","2016-04-22",2016,113,112.07,NA,NA,TRUE,2,41.94,NA
"2732","H2",336,"ro","2016-04-22",2016,113,139.16,NA,NA,TRUE,2,27.73,NA
"2733","H2",342,"hem","2016-04-22",2016,113,120.36,NA,NA,TRUE,2,11.84,NA
"2734","H2",343,"yb","2016-04-22",2016,113,126.79,NA,NA,TRUE,2,28.86,NA
"2735","H2",354,"ro","2016-04-22",2016,113,76.99,NA,NA,TRUE,3,24.81,NA
"2736","H2",356,"rm","2016-04-22",2016,113,14.58,NA,NA,TRUE,3,6.5,NA
"2737","H5",383,"hem","2016-04-22",2016,113,110.31,NA,NA,TRUE,2,21.74,NA
"2738","H5",399,"hem","2016-04-22",2016,113,109.48,NA,NA,TRUE,2,26.86,NA
"2739","H5",402,"ro","2016-04-22",2016,113,125.97,NA,NA,TRUE,2,27.3,NA
"2740","H5",405,"hem","2016-04-22",2016,113,133.8,NA,NA,TRUE,2,30.11,NA
"2741","A1",8,"yb","2016-07-04",2016,186,106.77,NA,NA,FALSE,3,26.67,NA
"2742","A1",903,NA,NA,2016,186,NA,NA,NA,NA,NA,NA,10.3
"2743","A2",26,"bo","2016-07-04",2016,186,64.32,60.32,43.6,FALSE,2,64.32,NA
"2744","A2",27,"rm","2016-07-04",2016,186,81.1,NA,NA,FALSE,4,8.35,NA
"2745","A2",911,NA,NA,2016,186,NA,NA,NA,NA,NA,NA,10.1
"2746","A2",990,NA,NA,2016,186,NA,NA,NA,NA,NA,NA,10.3
"2747","A3",52,"beech","2016-07-04",2016,186,92.64,NA,NA,FALSE,2,20.06,NA
"2748","A3",984,NA,NA,2016,186,NA,NA,NA,NA,NA,NA,10.2
"2749","B1",153,"ro","2016-07-04",2016,186,61.9,55.21,54.42,FALSE,3,61.9,NA
"2750","B1",161,"rm","2016-07-04",2016,186,61.3,NA,NA,FALSE,2,21.57,NA
"2751","B1",165,"ro","2016-07-04",2016,186,110.09,NA,NA,FALSE,2,29.63,NA
"2752","B2",179,"ro","2016-07-04",2016,186,105.68,NA,NA,FALSE,3,65.57,NA
"2753","B2",194,"rm","2016-07-04",2016,186,116.91,NA,NA,FALSE,2,14.3,NA
"2754","B4",255,"rm","2016-07-04",2016,186,109.67,NA,NA,FALSE,2,20.65,NA
"2755","B4",264,"rm","2016-07-04",2016,186,73.35,NA,NA,FALSE,2,18.54,NA
"2756","C1",351,"hem","2016-07-04",2016,186,102.41,NA,NA,FALSE,5,64.27,NA
"2757","C1",352,"ro","2016-07-04",2016,186,117.48,NA,NA,FALSE,2,39.15,NA
"2758","C1",353,"ro","2016-07-04",2016,186,31.72,28.06,42.5,FALSE,2,31.72,NA
"2759","C2",830,"hem","2016-07-04",2016,186,72.42,NA,NA,FALSE,2,22.71,NA
"2760","C3",402,"rm","2016-07-04",2016,186,133.16,NA,NA,FALSE,2,16.64,NA
"2761","C3",405,"yb","2016-07-04",2016,186,115.86,NA,NA,FALSE,2,29.39,NA
"2762","C3",411,"rm","2016-07-04",2016,186,26.35,22.16,26.57,FALSE,2,26.35,NA
"2763","C3",414,"yb","2016-07-04",2016,186,95.3,NA,NA,FALSE,2,31.65,NA
"2764","C3",415,"rm","2016-07-04",2016,186,123.27,NA,NA,FALSE,2,33.57,NA
"2765","C3",421,"ash","2016-07-04",2016,186,125.99,NA,NA,FALSE,3,38.12,NA
"2766","C3",425,"ash","2016-07-04",2016,186,74.38,NA,NA,FALSE,2,21.44,NA
"2767","C3",729,"yb","2016-07-04",2016,186,60.58,56.42,20.67,FALSE,2,60.58,NA
"2768","C4",462,"bo","2016-07-04",2016,186,120.56,NA,NA,FALSE,4,49.97,NA
"2769","C4",474,"ro","2016-07-04",2016,186,72.43,62.36,47.95,FALSE,3,72.43,NA
"2770","C4",484,"beech","2016-07-04",2016,186,30.92,27.55,13.36,FALSE,2,30.92,NA
"2771","C4",491,"rm","2016-07-04",2016,186,114.22,NA,NA,FALSE,2,24.26,NA
"2772","C5",260,"beech","2016-07-04",2016,186,69.05,NA,NA,FALSE,3,20.03,NA
"2773","C5",501,"bo","2016-07-04",2016,186,50.41,43.85,37.46,FALSE,3,50.41,NA
